md_ft,inclination_deg,azimuth_deg,tvd_ft,tvd_ss_ft,dx_east_ft,dy_north_ft,dls_deg_100ft
6800.0,40.54,142.3,6600.63,6472.63,498.16,-642.18,1.84
6900.0,42.31,142.86,6674.59,6546.59,538.8,-695.83,1.8
7000.0,44.07,142.65,6746.44,6618.44,581.0,-751.12,1.77
7100.0,45.83,141.33,6816.11,6688.11,625.82,-807.13,1.99
7200.0,47.59,142.7,6883.55,6755.55,670.56,-865.87,2.03
7300.0,49.36,140.95,6948.69,6820.69,718.36,-924.8,2.2
7400.0,51.12,142.96,7011.45,6883.45,765.26,-986.93,2.34
7500.0,52.88,141.8,7071.8,6943.8,814.57,-1049.6,1.99
7600.0,54.65,140.86,7129.66,7001.66,866.06,-1112.85,1.92
7700.0,56.41,143.11,7184.99,7056.99,916.06,-1179.47,2.56
7800.0,58.17,141.9,7237.73,7109.73,968.49,-1246.34,2.03
7900.0,59.93,142.66,7287.83,7159.83,1020.97,-1315.15,1.88
8000.0,61.7,142.06,7335.24,7207.24,1075.11,-1384.58,1.84
8100.0,63.46,141.39,7379.92,7251.92,1130.94,-1454.49,1.86
8200.0,65.22,141.24,7421.83,7293.83,1187.78,-1525.28,1.77
8300.0,66.99,142.51,7460.93,7332.93,1243.8,-1598.31,2.11
8400.0,68.75,141.25,7497.18,7369.18,1302.14,-1670.99,2.11
8500.0,70.51,141.65,7530.54,7402.54,1360.64,-1744.92,1.8
8600.0,72.27,141.48,7560.99,7432.99,1419.96,-1819.45,1.77
8700.0,74.04,141.29,7588.49,7460.49,1480.08,-1894.47,1.78
8800.0,75.8,142.44,7613.02,7485.02,1539.18,-1971.32,2.08
8900.0,77.56,140.92,7634.56,7506.56,1600.75,-2047.12,2.3
9000.0,79.32,141.95,7653.09,7525.09,1661.32,-2124.5,2.03
9100.0,81.09,141.45,7668.58,7540.58,1722.89,-2201.76,1.83
9200.0,82.85,143.18,7681.03,7553.03,1782.35,-2281.19,2.45
9300.0,84.5,141.22,7690.61,7562.61,1844.69,-2358.79,2.55
9400.0,84.5,141.02,7700.19,7572.19,1907.31,-2436.17,0.2
9500.0,84.5,141.51,7709.78,7581.78,1969.26,-2514.08,0.48
9600.0,84.5,142.77,7719.36,7591.36,2029.49,-2593.33,1.25
9700.0,84.5,142.15,7728.95,7600.95,2090.56,-2671.93,0.62
9800.0,84.5,142.25,7738.53,7610.53,2151.5,-2750.64,0.1
9900.0,84.5,142.66,7748.12,7620.12,2211.88,-2829.78,0.41
10000.0,84.5,141.29,7757.7,7629.7,2274.12,-2907.45,1.36
10100.0,84.5,141.29,7767.29,7639.29,2336.37,-2985.13,0.0
10200.0,84.5,140.95,7776.87,7648.87,2399.08,-3062.43,0.34
10300.0,84.5,141.98,7786.46,7658.46,2460.4,-3140.84,1.02
10400.0,84.5,141.39,7796.04,7668.04,2522.51,-3218.63,0.58
10500.0,84.5,141.63,7805.63,7677.63,2584.29,-3296.67,0.24
10600.0,84.5,143.1,7815.21,7687.21,2644.06,-3376.27,1.46
10700.0,84.5,143.03,7824.79,7696.79,2703.92,-3455.8,0.07
10800.0,84.5,142.09,7834.38,7706.38,2765.08,-3534.33,0.93
10900.0,84.5,142.13,7843.96,7715.96,2826.18,-3612.91,0.04
11000.0,84.5,141.96,7853.55,7725.55,2887.52,-3691.3,0.17
11100.0,84.5,141.37,7863.13,7735.13,2949.66,-3769.06,0.59
11200.0,84.5,143.05,7872.72,7744.72,3009.49,-3848.61,1.68
11300.0,84.5,141.72,7882.3,7754.3,3071.16,-3926.75,1.32
