md_ft,inclination_deg,azimuth_deg,tvd_ft,tvd_ss_ft,dx_east_ft,dy_north_ft,dls_deg_100ft
5300.0,0.0,0.0,5300.0,5174.0,0.0,0.0,0.0
5400.0,0.0,0.0,5400.0,5274.0,0.0,0.0,0.0
5500.0,0.0,0.0,5500.0,5374.0,0.0,0.0,0.0
5600.0,0.0,0.0,5600.0,5474.0,0.0,0.0,0.0
5700.0,0.0,0.0,5700.0,5574.0,0.0,0.0,0.0
5800.0,0.0,0.0,5800.0,5674.0,0.0,0.0,0.0
5900.0,0.0,0.0,5900.0,5774.0,0.0,0.0,0.0
6000.0,0.0,0.0,6000.0,5874.0,0.0,0.0,0.0
6100.0,0.0,0.0,6100.0,5974.0,0.0,0.0,0.0
6200.0,0.0,0.0,6200.0,6074.0,0.0,0.0,0.0
6300.0,0.0,0.0,6300.0,6174.0,0.0,0.0,0.0
6400.0,0.0,0.0,6400.0,6274.0,0.0,0.0,0.0
6500.0,0.0,0.0,6500.0,6374.0,0.0,0.0,0.0
6600.0,0.0,0.0,6600.0,6474.0,0.0,0.0,0.0
6700.0,0.0,0.0,6700.0,6574.0,0.0,0.0,0.0
6800.0,0.0,0.0,6800.0,6674.0,0.0,0.0,0.0
6900.0,0.0,0.0,6900.0,6774.0,0.0,0.0,0.0
7000.0,0.0,0.0,7000.0,6874.0,0.0,0.0,0.0
7100.0,0.0,0.0,7100.0,6974.0,0.0,0.0,0.0
7200.0,0.0,0.0,7200.0,7074.0,0.0,0.0,0.0
7300.0,0.0,0.0,7300.0,7174.0,0.0,0.0,0.0
7400.0,0.0,0.0,7400.0,7274.0,0.0,0.0,0.0
7500.0,0.0,0.0,7500.0,7374.0,0.0,0.0,0.0
7600.0,0.0,0.0,7600.0,7474.0,0.0,0.0,0.0
7700.0,0.0,0.0,7700.0,7574.0,0.0,0.0,0.0
7800.0,0.0,0.0,7800.0,7674.0,0.0,0.0,0.0
7900.0,0.0,0.0,7900.0,7774.0,0.0,0.0,0.0
8000.0,0.0,0.0,8000.0,7874.0,0.0,0.0,0.0
8100.0,0.0,0.0,8100.0,7974.0,0.0,0.0,0.0
8200.0,0.0,0.0,8200.0,8074.0,0.0,0.0,0.0
8300.0,0.0,0.0,8300.0,8174.0,0.0,0.0,0.0
8400.0,0.0,0.0,8400.0,8274.0,0.0,0.0,0.0
8500.0,0.0,0.0,8500.0,8374.0,0.0,0.0,0.0
8600.0,0.0,0.0,8600.0,8474.0,0.0,0.0,0.0
8700.0,0.0,0.0,8700.0,8574.0,0.0,0.0,0.0
8800.0,0.0,0.0,8800.0,8674.0,0.0,0.0,0.0
8900.0,0.0,0.0,8900.0,8774.0,0.0,0.0,0.0
9000.0,0.0,0.0,9000.0,8874.0,0.0,0.0,0.0
9100.0,0.0,0.0,9100.0,8974.0,0.0,0.0,0.0
9200.0,0.0,0.0,9200.0,9074.0,0.0,0.0,0.0
9300.0,0.0,0.0,9300.0,9174.0,0.0,0.0,0.0
9400.0,0.0,0.0,9400.0,9274.0,0.0,0.0,0.0
9500.0,0.0,0.0,9500.0,9374.0,0.0,0.0,0.0
9600.0,0.0,0.0,9600.0,9474.0,0.0,0.0,0.0
9700.0,0.0,0.0,9700.0,9574.0,0.0,0.0,0.0
9800.0,0.0,0.0,9800.0,9674.0,0.0,0.0,0.0
9900.0,0.0,0.0,9900.0,9774.0,0.0,0.0,0.0
10000.0,0.0,0.0,10000.0,9874.0,0.0,0.0,0.0
10100.0,0.0,0.0,10100.0,9974.0,0.0,0.0,0.0
10200.0,0.0,0.0,10200.0,10074.0,0.0,0.0,0.0
10300.0,0.0,0.0,10300.0,10174.0,0.0,0.0,0.0
10400.0,0.0,0.0,10400.0,10274.0,0.0,0.0,0.0
10500.0,0.0,0.0,10500.0,10374.0,0.0,0.0,0.0
10600.0,0.0,0.0,10600.0,10474.0,0.0,0.0,0.0
10700.0,0.0,0.0,10700.0,10574.0,0.0,0.0,0.0
10800.0,0.0,0.0,10800.0,10674.0,0.0,0.0,0.0
10900.0,0.0,0.0,10900.0,10774.0,0.0,0.0,0.0
11000.0,0.0,0.0,11000.0,10874.0,0.0,0.0,0.0
11100.0,0.0,0.0,11100.0,10974.0,0.0,0.0,0.0
11200.0,0.0,0.0,11200.0,11074.0,0.0,0.0,0.0
11300.0,0.0,0.0,11300.0,11174.0,0.0,0.0,0.0
11400.0,0.0,0.0,11400.0,11274.0,0.0,0.0,0.0
11500.0,0.0,0.0,11500.0,11374.0,0.0,0.0,0.0
11600.0,0.0,0.0,11600.0,11474.0,0.0,0.0,0.0
11700.0,0.0,0.0,11700.0,11574.0,0.0,0.0,0.0
11800.0,0.0,0.0,11800.0,11674.0,0.0,0.0,0.0
11900.0,0.0,0.0,11900.0,11774.0,0.0,0.0,0.0
12000.0,0.0,46.07,12000.0,11874.0,0.0,0.0,0.0
12100.0,0.22,45.5,12100.0,11974.0,0.27,0.27,0.22
12200.0,0.44,43.98,12200.0,12074.0,0.81,0.82,0.22
12300.0,0.66,45.59,12299.99,12173.99,1.63,1.63,0.22
12400.0,0.88,45.78,12399.98,12273.98,2.74,2.7,0.22
12500.0,1.1,45.54,12499.96,12373.96,4.11,4.05,0.22
12600.0,1.32,45.62,12599.93,12473.93,5.76,5.67,0.22
12700.0,1.54,45.96,12699.9,12573.9,7.69,7.54,0.22
12800.0,1.76,44.72,12799.85,12673.85,9.86,9.72,0.23
12900.0,1.98,45.77,12899.79,12773.79,12.34,12.14,0.23
13000.0,2.2,44.04,12999.72,12873.72,15.01,14.9,0.23
13100.0,2.42,44.26,13099.63,12973.63,17.96,17.93,0.22
13200.0,2.64,44.03,13199.52,13073.52,21.17,21.25,0.23
13300.0,2.87,45.16,13299.39,13173.39,24.72,24.77,0.23
13400.0,3.09,46.19,13399.25,13273.25,28.6,28.5,0.22
13500.0,3.31,44.83,13499.08,13373.08,32.67,32.59,0.23
13600.0,3.53,44.35,13598.89,13472.89,36.97,36.99,0.22
13700.0,3.75,45.22,13698.68,13572.68,41.6,41.59,0.22
13800.0,3.97,43.87,13798.44,13672.44,46.4,46.58,0.24
13900.0,4.19,45.92,13898.17,13772.17,51.65,51.66,0.26
14000.0,4.41,43.94,13997.88,13871.88,56.98,57.19,0.26
14100.0,4.63,44.72,14097.55,13971.55,62.66,62.93,0.23
14200.0,4.85,44.96,14197.19,14071.19,68.63,68.91,0.22
14300.0,5.07,44.88,14296.8,14170.8,74.86,75.17,0.22
14400.0,5.29,43.92,14396.38,14270.38,81.26,81.81,0.24
14500.0,5.51,44.99,14495.91,14369.91,88.05,88.6,0.24
14600.0,5.73,45.79,14595.41,14469.41,95.2,95.56,0.23
14700.0,5.95,45.06,14694.88,14568.88,102.54,102.89,0.23
14800.0,6.17,46.11,14794.3,14668.3,110.29,110.34,0.25
14900.0,6.39,44.88,14893.67,14767.67,118.15,118.23,0.26
15000.0,6.61,44.75,14993.01,14867.01,126.25,126.41,0.22
15100.0,6.83,45.17,15092.3,14966.3,134.69,134.79,0.23
15200.0,7.05,45.6,15191.54,15065.54,143.46,143.38,0.23
15300.0,7.27,44.38,15290.74,15164.74,152.32,152.43,0.27
15400.0,7.49,44.82,15389.88,15263.88,161.51,161.68,0.23
15500.0,7.71,44.13,15488.98,15362.98,170.86,171.32,0.24
15600.0,7.93,44.53,15588.02,15462.02,180.54,181.16,0.23
15700.0,8.15,45.07,15687.01,15561.01,190.58,191.18,0.24
15800.0,8.38,45.37,15785.94,15659.94,200.95,201.41,0.23
15900.0,8.6,45.62,15884.82,15758.82,211.63,211.86,0.22
16000.0,8.82,46.08,15983.64,15857.64,222.67,222.49,0.23
16100.0,9.04,45.19,16082.4,15956.4,233.81,233.56,0.26
16200.0,9.26,44.74,16181.1,16055.1,245.13,244.99,0.23
16300.0,9.48,44.66,16279.73,16153.73,256.71,256.7,0.22
16400.0,9.7,45.02,16378.3,16252.3,268.62,268.61,0.23
16500.0,9.92,45.56,16476.81,16350.81,280.92,280.67,0.24
16600.0,10.14,43.92,16575.25,16449.25,293.13,293.35,0.36
16700.0,10.36,44.9,16673.62,16547.62,305.82,306.09,0.28
16800.0,10.58,44.81,16771.92,16645.92,318.76,319.11,0.22
16900.0,10.8,45.5,16870.14,16744.14,332.13,332.24,0.25
17000.0,11.02,45.67,16968.3,16842.3,345.8,345.6,0.22
17100.0,11.24,44.32,17066.38,16940.38,359.42,359.55,0.34
17200.0,11.46,45.98,17164.39,17038.39,373.71,373.36,0.39
17300.0,11.68,45.88,17262.32,17136.32,388.25,387.45,0.22
17400.0,11.9,44.13,17360.17,17234.17,402.6,402.25,0.42
17500.0,12.12,44.41,17457.94,17331.94,417.3,417.26,0.23
17600.0,12.34,46.0,17555.63,17429.63,432.68,432.11,0.4
17700.0,12.5,44.77,17653.26,17527.26,447.92,447.47,0.31
17800.0,12.5,45.68,17750.89,17624.89,463.4,462.59,0.2
17900.0,12.5,46.16,17848.51,17722.51,479.01,477.59,0.1
18000.0,12.5,45.73,17946.14,17820.14,494.51,492.69,0.09
18100.0,12.5,44.75,18043.77,17917.77,509.75,508.06,0.21
18200.0,12.5,44.87,18141.4,18015.4,525.02,523.4,0.03
18300.0,12.5,45.0,18239.03,18113.03,540.33,538.71,0.03
18400.0,12.5,43.9,18336.66,18210.66,555.33,554.3,0.24
18500.0,12.5,46.03,18434.29,18308.29,570.91,569.33,0.46
18600.0,12.5,45.42,18531.92,18405.92,586.33,584.52,0.13
18700.0,12.5,45.81,18629.55,18503.55,601.85,599.61,0.08
18800.0,12.5,45.0,18727.18,18601.18,617.15,614.91,0.17
18900.0,12.5,45.95,18824.81,18698.81,632.71,629.96,0.21
19000.0,12.5,43.94,18922.44,18796.44,647.73,645.55,0.43
19100.0,12.5,45.85,19020.07,18894.07,663.26,660.62,0.41
19200.0,12.5,45.39,19117.7,18991.7,678.67,675.82,0.1
19300.0,12.5,44.05,19215.33,19089.33,693.71,691.38,0.29
19400.0,12.5,44.13,19312.96,19186.96,708.78,706.91,0.02
19500.0,12.5,43.97,19410.59,19284.59,723.81,722.49,0.04
19600.0,12.5,44.61,19508.22,19382.22,739.01,737.9,0.14
19700.0,12.5,45.47,19605.85,19479.85,754.44,753.08,0.19
19800.0,12.5,45.28,19703.48,19577.48,769.82,768.31,0.04
19900.0,12.5,43.93,19801.11,19675.11,784.84,783.9,0.29
20000.0,12.5,46.1,19898.74,19772.74,800.43,798.9,0.47
20100.0,12.5,44.45,19996.37,19870.37,815.59,814.35,0.36
